PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,ViolentCrimesPerPop
1.3259239247124375,-1.031005689937606,-3.2593378260708628,-0.912048683541471,1.5039757024948461,-3.094132194167574,0.2305831683781483,0.15950231999530948,-0.5219552363189477,-0.15772900863666178,-0.6581339872575308,-1.4250547747917155,0.7379828921531134,0.9280826008963746,0.4194211394233335,0.0013832436783381816,0.12448002785691116,0.7544318046479787,0.1093425451408733,0.26421228505891264,0.3086924652719901,-0.33568921211968444,0.20880437447444783,-0.00909962740431321,0.9874914801530308,0.8149351660835453,0.8128871256846122,0.004190863690314832,-0.2443164181108159,0.3261099202825896,0.2721871256335188,0.10908641803956229,0.11487272236555683,-0.029394692772954766,0.2
-1.4115820649960962,0.5100592335749626,-4.304115724985476,-2.0549867980589367,-2.5168260872344876,-4.663274611525202,2.2466422407497317,1.2607230413819421,0.7778372598866861,-1.9912662156158858,-2.07853093695047,0.9312627733575682,0.034312089562782914,0.8800413314260931,-0.18379732421307468,-0.5361615249384893,0.16722162784888137,-0.9641884515851571,0.025101205581764745,0.010266525907212266,-1.0466737432947248,0.2252364625338661,-0.4003628525352518,-0.21942390903805506,0.2685473736434908,-0.7682661319517259,-0.09276414378441718,0.044298171763477036,-0.8404159768771131,0.08843594876983762,1.276589249403832,0.12928330256272522,-0.027363608259072702,-0.8288424863644512,0.67
-2.1186362842664024,-2.4434967176734657,0.2530471793560367,0.3083647472005643,-0.18749079366228877,-2.3165934670961654,1.8799062183884523,-1.2917740171446832,-1.7019648407749062,-0.6742636837236143,-0.34572334662507537,-1.72906877292019,-0.9225163509668978,-1.2665153895115633,-1.748152796729739,-0.03131583354295898,0.5435648016019538,-0.26367280504036805,-0.3640809871429456,0.48734486176956504,0.9457551340752628,-0.23513356932061127,-0.7240286579907917,0.6675930954830596,0.8306629027794862,0.07708344743983403,0.018787930321329492,0.513973009445726,-0.08665170582336525,-1.0435308987250869,0.2897924660497881,-0.28576311348584404,-0.649471229102025,0.0896986620168435,0.43
2.9757308413939882,1.9815387789012993,3.5420020741304685,0.42750363526470286,3.196001120277102,-0.14778529932112597,4.112090283332883,-2.9309629066036895,-2.3874453585813464,-0.7321503041769833,4.71527702457831,-2.0451983640390172,0.8902033988967862,-0.20343991942238732,-1.6813366408099435,0.11658775079914721,1.5303296914551103,-1.0911162638866736,0.008892560648603299,-0.7549732939921571,0.40630685733464805,-0.11961380500949886,0.7467786971857545,1.4191770097856509,0.5857823503945414,0.009241417640679993,-0.8283178948850198,0.8228023257714594,-1.2352523741330659,-0.17645720838860052,-0.18516908246722522,0.9263165690317702,-0.9736298147683896,1.6035768014887788,0.12
5.559662775049504,-2.6946319929388176,2.7818259343668554,0.4202462928302057,1.7676429820162145,-0.5099547558382292,-0.6428648382590861,0.7449231473355957,-0.177576065017642,-0.662851751762249,0.35009035810670375,0.050574388117391775,-0.18901349093911493,-2.3315372206650458,-0.2755354579686458,-1.4133945406511383,-0.19904858631640807,-0.5178107200715436,1.1048169711699685,-0.33128981363354737,-0.1299153403267394,0.2726282195705632,-0.2522349870074282,-0.04147887857586185,-0.47866321951182117,-0.09999541391437448,-0.6624735888279037,0.10785948540503673,0.7935393523408558,-0.6181311602479381,-0.4353612106290739,0.5548144544382179,0.14298854130526994,-0.18987817144410937,0.03
5.681943021715608,6.508904120752134,-3.707054798408943,1.0392886270254666,-3.8739082743973494,0.08484650489804638,0.9330523213371031,-0.045131534949789165,0.8478842354814095,-0.9157597968513987,-3.343854796488864,-2.404542116295118,-0.9202086466113232,1.0907315751954096,0.008774390969102121,-0.6474018246640741,0.8869008256253879,-0.6667879815049957,-0.6992572892915626,1.3873044985403473,-1.12619255050199,-0.23550153930375728,0.3502109909628357,-0.44557808066706056,0.10816071087906418,-1.0825868728025194,-0.7016136122619784,-0.8839134951538896,1.0892034248832492,0.5971356498727426,-0.7171434229264078,-0.62280575674981,0.6668796023568196,0.7716601948890848,0.14
4.010285588241875,-3.4412605537420267,1.0710711590852062,2.654884432258995,-0.08918750983914427,0.8218606533645599,-0.3073837223846557,1.1779403669690223,-0.7885920557251405,0.41046150875819654,-0.859488440681118,-1.5316076941104753,-0.876374973874989,-0.6762388005312286,0.8654239793337328,-0.3706566600442932,-0.7847041689250156,-0.155142085651427,1.7043012933449262,0.18390466054856983,-0.32096413418677744,-0.4433059923679384,0.18906031644045862,-0.4800439050564521,0.15522782420921655,-0.05191625639933845,-0.660812051985356,0.16990280635124952,1.0360572066334568,-0.3158199371089933,0.01341738109185642,0.1578420000224037,0.83096012748688,-0.5300841250339112,0.03
-8.016811522711153,6.5494900301864085,7.058775059994679,-0.1746451652326483,-2.458030114858788,0.3216839154739056,-2.0509397399516254,0.12257934758836694,2.0591437964209054,0.34428069743123724,-0.2840694225624048,-1.356339277766945,-0.7434309268559095,0.9962333110288113,0.21338198189277657,0.26176223873470794,-0.9902774409501247,1.103694873836656,0.27704232147339447,-1.0808587711364257,-0.9801806879158822,-1.3529306015157632,0.684968097587584,1.2874250415917183,0.5706131362744223,-0.5367374692118333,0.47371358414266407,1.2474037166396443,0.7725690513589051,-0.3861319448213607,0.7907991340064938,0.5453445134718164,-1.327117267415322,-1.1901078751315746,0.55
-3.4722086630859943,-4.834403194807208,0.3329826743521021,0.8026067343794016,-0.25878535327269797,-1.8978480982033046,0.3903074909249266,0.9030653418831205,-0.5692385898911723,0.12820027030835252,-1.5242127864894048,-0.9967503099078241,-0.5793173193696971,-0.40302375552504743,0.1987976061611899,-0.5687877017445507,-0.3993590418378196,0.12399750758416282,-0.535806145382948,-0.17469551840284925,-0.6177778329885449,0.043184872816409654,0.29385451609077057,-0.22721538362408084,-0.6926104421000094,0.10470993444121217,-0.4807001867774131,-0.18957285149821687,-0.34697660533498237,1.1423574802898506,0.07675128205081165,1.070364775672337,0.4081943870824733,-0.7788082267853212,0.53
5.6863746092886585,1.4472580022762689,-6.139750396823922,-4.517425292521902,-2.3515876190973697,4.361761486233183,0.29744136966309875,0.8979610200164171,-1.0008649820738666,0.21784894864319024,-1.9254807700736292,-2.423396612330939,-0.0037513497342942345,-1.8298390915667597,0.1100280249659576,-1.518960446321608,2.0464649098108327,-1.2055226305487483,-0.8229257914596536,-2.0393879312820813,0.3293242011732951,-0.5388115544322768,-0.18398233039907008,-1.098800365813647,-0.44190725775656997,-0.6573764883208346,2.1569746541742494,-0.10239125665942296,-0.3103194493399014,1.5122881562817954,-1.5351387701064512,-0.3033397490331357,0.40709525202121843,0.5359218512638819,0.15
